name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,rating
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,3.1
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,3.1
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,3.1
Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,4.1
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,4.2
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,3.8
Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08,3.8
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55,3.8
F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,3.8
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64,4.2
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,4.2
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,3.5
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,3.5
The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15,3.5
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,3.5
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12,3.5
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,4.1
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,4.1
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,4.1
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0,0.31,3.8
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3,3.8
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,3.8
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,4.0
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41,3.0
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,3.0
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,3.0
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,3.0
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,3.0
Pac-Man,2600,1982,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,3.4
Pac-Man,NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,3.4
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,4.1
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,3.3
Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,3.3
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,3.3
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,4.1
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,3.2
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,3.2
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91,3.2
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,3.2
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,3.2
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.9,3.2
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,3.9
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,3.9
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39,3.8
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,3.8
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,3.8
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12,3.8
Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13,4.0
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.07,2.47,0.63,9.82,2.9
Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.41,3.7
Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,3.7
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,3.7
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,3.7
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,3.6
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,3.6
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,3.6
Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,3.6
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,3.0
Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28,3.0
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,3.0
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,3.5
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,3.5
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,4.0
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,3.6
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0,3.6
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,3.6
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04,3.6
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,3.6
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,3.6
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66,3.6
LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,0.28,0.17,0.0,0.04,0.49,3.6
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,3.6
Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,3.4
Sonic Colors,DS,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.37,3.4
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06,3.0
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,3.0
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0.0,0.05,0.33,3.5
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,3.5
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02,3.5
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,3.9
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,3.9
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,3.9
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26,3.9
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01,3.9
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,3.5
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,3.5
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,4.2
Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,3.9
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,3.7
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,3.7
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,4.1
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0,2.6
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99,2.6
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84,3.9
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.44,3.9
Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,3.4
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,3.3
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,4.0
Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,3.9
Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15,3.9
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68,3.5
LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46,3.5
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22,3.5
LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.06,0.77,3.5
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74,3.5
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.13,0.0,0.06,0.37,3.5
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13,3.5
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,3.2
Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83,3.1
Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,3.1
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,3.1
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,4.4
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,3.6
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,3.6
Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,3.8
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,3.9
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54,3.9
Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,4.2
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,4.1
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,3.6
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51,4.0
Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,4.0
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,4.0
Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.01,0.03,3.4
Metro 2033,X360,2010,Shooter,THQ,0.22,0.24,0.03,0.05,0.55,3.5
Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,3.5
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94,4.2
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,4.3
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,3.2
Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,3.8
The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,3.7
Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,3.7
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69,3.7
Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,3.7
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,3.2
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62,3.2
Just Cause 2,PC,2010,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,3.2
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,3.8
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,3.8
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,4.2
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,4.0
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,4.0
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,4.0
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,4.0
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,4.3
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52,4.2
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,4.1
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,4.0
Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,4.0
Chaos;Head Noah,PSP,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,4.0
Chaos;Head Noah,PSV,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,4.0
Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,3.2
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,1.9
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,3.7
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,3.9
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,3.3
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,3.3
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,4.2
World of Warcraft,PC,2004,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,3.5
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,3.7
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,3.7
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,3.7
Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.53,0.0,0.22,1.55,2.8
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.4,0.0,0.12,1.47,2.8
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.8,2.8
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,2.8
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,2.8
Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2,4.3
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,4.3
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,4.3
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,4.3
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,4.3
Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.18,0.09,0.14,0.03,0.43,4.3
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,4.2
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,4.4
Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,4.4
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,4.4
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,4.5
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,4.1
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.29,0.16,0.0,0.04,0.5,4.1
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4,3.8
Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38,3.8
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98,3.8
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,3.8
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,3.8
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,4.2
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,4.2
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,4.2
Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,4.1
Super Mario 64,DS,2004,Platform,Nintendo,5.08,3.11,1.25,0.98,10.42,4.1
Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,4.2
Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52,4.3
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,4.3
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,4.3
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,4.3
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,4.3
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,4.3
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0.0,0.0,0.06,4.3
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,4.0
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,4.0
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,4.0
Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23,3.9
Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,3.9
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,4.5
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,4.3
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,4.3
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,4.3
Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34,4.1
Persona 5,PS3,2016,Role-Playing,Unknown,0.0,0.0,0.1,0.0,0.1,4.1
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84,3.7
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,3.7
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,3.7
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,4.3
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,4.3
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,4.3
Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03,4.3
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,4.3
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,4.3
Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,4.3
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,4.3
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,4.3
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,4.0
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,4.0
BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,4.0
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,4.2
Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,4.2
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,3.5
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,3.5
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,3.5
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,4.5
Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,4.5
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,3.9
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,3.9
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,4.1
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,4.1
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,4.1
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38,4.1
Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,3.7
Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,3.7
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,4.1
Life is Strange,PS4,2016,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37,3.4
Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,3.4
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,3.4
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,4.4
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,4.4
Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,4.0
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,4.0
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,3.1
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,3.1
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,3.1
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,4.1
